m_urn,age,gender,ethnicity,nationality,n_followers
urn:li:member:31188941,39,Male,Asian,east_asian,0
urn:li:member:43964171,37,Male,White,south_asian,907
urn:li:member:66142091,31,Female,White,european,987
urn:li:member:11475712,43,Male,White,celtic_english,947
urn:li:member:3049826,53,Female,White,celtic_english,779
urn:li:member:1844974,45,Male,White,celtic_english,205
urn:li:member:6784813,25,Male,White,south_asian,10999
urn:li:member:4052230,40,Male,White,south_asian,1595
urn:li:member:679945,19,Male,Asian,east_asian,424
urn:li:member:150949402,28,Male,Asian,east_asian,1450
urn:li:member:1120943,61,Male,White,celtic_english,4992
urn:li:member:22053111,50,Male,White,celtic_english,821
urn:li:member:15370247,43,Male,Asian,european,3484
urn:li:member:4743231,49,Male,White,muslim,719
urn:li:member:26678364,24,Male,Black,south_asian,271
urn:li:member:32476362,30,Female,Asian,celtic_english,1676
urn:li:member:431547666,36,Female,Asian,east_asian,80
urn:li:member:91283134,52,Male,White,celtic_english,139
urn:li:member:18356847,56,Male,White,hispanic,289
urn:li:member:105991646,26,Male,White,south_asian,1027
urn:li:member:141628895,19,Female,Asian,east_asian,789
urn:li:member:18171894,38,Male,Asian,south_asian,919
urn:li:member:171421547,59,Male,Black,celtic_english,1156
urn:li:member:552031,49,Male,White,hispanic,356
urn:li:member:19068065,36,Male,Asian,south_asian,877
urn:li:member:24111379,46,Male,White,south_asian,1101
urn:li:member:302725272,38,Male,White,european,3223
urn:li:member:24555627,40,Male,Asian,hispanic,339
urn:li:member:488700,34,Male,White,nordic,1590
urn:li:member:188896420,29,Male,Black,south_asian,801
urn:li:member:62652854,47,Male,White,celtic_english,700
urn:li:member:4448507,41,Male,White,european,950
urn:li:member:280241,32,Male,Asian,east_asian,218
urn:li:member:167743667,29,Male,Asian,hispanic,383
urn:li:member:6073962,37,Male,White,celtic_english,1292
urn:li:member:46893129,46,Female,White,hispanic,1186
urn:li:member:5804521,20,Male,Asian,hispanic,578
urn:li:member:141838185,29,Female,Asian,east_asian,296
urn:li:member:4008213,46,Male,White,muslim,2056
urn:li:member:44176385,46,Female,White,celtic_english,584
urn:li:member:15064877,43,Male,White,south_asian,0
urn:li:member:74995043,52,Male,White,celtic_english,1372
urn:li:member:38708419,38,Male,Asian,celtic_english,2222
urn:li:member:211783535,48,Female,White,hispanic,190
urn:li:member:63103155,36,Male,White,south_asian,924
urn:li:member:2653193,43,Male,White,celtic_english,1016
urn:li:member:146435591,24,Male,White,south_asian,394
urn:li:member:229185377,26,Male,White,south_asian,657
urn:li:member:76592578,26,Female,Asian,east_asian,397
urn:li:member:1005266,47,Male,White,celtic_english,1306
urn:li:member:1339616,67,Male,White,european,1670
urn:li:member:20459336,50,Male,White,south_asian,812
urn:li:member:18837955,45,Male,White,south_asian,1563
urn:li:member:8529913,45,Male,White,hispanic,579
urn:li:member:4380364,67,Male,White,nordic,1163
urn:li:member:1320162,51,Male,White,european,1562
urn:li:member:51344436,37,Male,White,celtic_english,429
urn:li:member:8323478,44,Male,White,celtic_english,462
urn:li:member:111411933,41,Male,White,european,187
urn:li:member:115762542,44,Male,White,european,257
urn:li:member:1677379,48,Male,White,muslim,1664
urn:li:member:11153703,63,Male,White,celtic_english,735
urn:li:member:181487891,45,Male,White,celtic_english,376
urn:li:member:118134220,43,Male,White,hispanic,739
urn:li:member:83081199,46,Male,White,hispanic,1877
urn:li:member:17068639,52,Male,White,celtic_english,764
urn:li:member:67227289,37,Male,White,south_asian,322
urn:li:member:4349246,51,Male,White,celtic_english,348
urn:li:member:174439261,35,Male,White,east_asian,606
urn:li:member:86086981,47,Female,White,celtic_english,672
urn:li:member:85845446,46,Female,White,european,844
urn:li:member:100282986,32,Male,White,muslim,1846
urn:li:member:12736151,27,Male,Asian,south_asian,151
urn:li:member:99530,43,Male,White,south_asian,4034
urn:li:member:189450436,22,Male,Asian,east_asian,2320
urn:li:member:156376436,37,Male,White,celtic_english,764
urn:li:member:24019491,38,Female,White,south_asian,8585
urn:li:member:69963672,34,Female,White,south_asian,2039
urn:li:member:7695158,49,Male,Black,east_asian,929
urn:li:member:11343055,57,Male,White,celtic_english,766
urn:li:member:8206983,46,Male,White,south_asian,1003
urn:li:member:2687294,54,Male,White,nordic,646
urn:li:member:85732936,29,Male,Black,south_asian,2391
urn:li:member:5594920,50,Male,White,celtic_english,1235
urn:li:member:7683224,40,Male,White,celtic_english,612
urn:li:member:4185788,46,Male,White,muslim,1258
urn:li:member:222150985,31,Female,White,european,161
urn:li:member:26259295,26,Male,Black,south_asian,846
urn:li:member:32789667,46,Male,White,east_asian,364
urn:li:member:27568156,24,Male,Asian,east_asian,350
urn:li:member:28559677,42,Female,Asian,celtic_english,320
urn:li:member:16154909,34,Male,White,celtic_english,0
urn:li:member:19455224,43,Male,White,celtic_english,158
urn:li:member:13128118,52,Male,White,celtic_english,898
urn:li:member:90712896,41,Female,White,nordic,658
urn:li:member:565804448,43,Female,White,european,115
urn:li:member:47507379,36,Female,White,south_asian,231
urn:li:member:2744424,34,Male,White,south_asian,1802
urn:li:member:8592768,47,Male,White,nordic,1464
urn:li:member:13344049,52,Male,White,celtic_english,810
urn:li:member:13778774,55,Male,White,celtic_english,808
urn:li:member:34236887,47,Female,White,celtic_english,1064
urn:li:member:125478125,43,Male,Asian,east_asian,232
urn:li:member:10609835,37,Male,White,hispanic,388
urn:li:member:63041399,67,Male,White,celtic_english,1268
urn:li:member:30107844,36,Male,Black,south_asian,689
urn:li:member:54022856,37,Female,Asian,east_asian,760
urn:li:member:5166487,47,Male,White,hispanic,333
urn:li:member:302505,42,Male,White,muslim,2496
urn:li:member:26177015,48,Female,White,european,741
urn:li:member:245666607,52,Male,White,celtic_english,529
urn:li:member:12336942,60,Female,White,celtic_english,985
urn:li:member:46980092,40,Male,White,celtic_english,729
urn:li:member:21153493,41,Male,White,south_asian,773
urn:li:member:12069201,47,Male,White,nordic,0
urn:li:member:272410,65,Male,White,celtic_english,2729
urn:li:member:7168009,44,Male,White,celtic_english,1530
urn:li:member:10898985,57,Male,White,greek,410
urn:li:member:18811299,39,Male,White,european,1403
urn:li:member:26581824,48,Male,Asian,muslim,2655
urn:li:member:174521661,48,Male,Black,african,419
urn:li:member:54049462,48,Male,White,hispanic,761
urn:li:member:14725915,47,Female,White,celtic_english,269
urn:li:member:12968015,48,Male,White,european,575
urn:li:member:15933293,54,Male,White,celtic_english,1302
urn:li:member:7614545,44,Male,Asian,celtic_english,1995
urn:li:member:17673038,44,Female,White,european,684
urn:li:member:99301876,62,Male,White,celtic_english,137
urn:li:member:12929185,42,Male,White,celtic_english,1576
urn:li:member:226655625,37,Male,Asian,muslim,2253
urn:li:member:16107747,27,Male,White,south_asian,0
urn:li:member:34277599,41,Male,Asian,south_asian,1276
urn:li:member:191090445,27,Female,White,hispanic,251
urn:li:member:89388808,51,Female,White,celtic_english,878
urn:li:member:37280857,40,Male,White,celtic_english,529
urn:li:member:106466062,27,Male,Asian,east_asian,246
urn:li:member:33606597,29,Female,White,celtic_english,1418
urn:li:member:311470844,36,Female,White,european,568
urn:li:member:3568220,56,Male,Black,celtic_english,438
urn:li:member:22294385,39,Male,White,hispanic,231
urn:li:member:220470784,37,Male,White,celtic_english,218
urn:li:member:8159621,41,Male,White,south_asian,2505
urn:li:member:27195394,46,Male,White,european,546
urn:li:member:7466613,48,Male,White,celtic_english,443
urn:li:member:168788852,41,Male,Asian,celtic_english,332
urn:li:member:257070121,38,Male,White,celtic_english,166
urn:li:member:7555688,42,Male,White,celtic_english,1676
urn:li:member:20630090,35,Male,White,south_asian,1132
urn:li:member:293508881,32,Female,White,european,177
urn:li:member:81783966,44,Male,Black,south_asian,0
urn:li:member:139211932,28,Female,White,european,437
urn:li:member:231163882,51,Female,Asian,south_asian,131
urn:li:member:4156095,50,Male,White,european,844
urn:li:member:12540583,36,Male,Asian,east_asian,255
urn:li:member:50477498,43,Male,White,celtic_english,276
urn:li:member:2221467,42,Male,White,european,132
urn:li:member:3963459,52,Male,White,celtic_english,1191
urn:li:member:4763507,43,Female,Black,east_asian,13457
urn:li:member:79683096,41,Male,White,celtic_english,1023
urn:li:member:20538923,42,Male,White,celtic_english,2310
urn:li:member:35054439,49,Male,White,european,791
urn:li:member:168057190,42,Male,Asian,east_asian,275
urn:li:member:97900402,35,Male,Asian,east_asian,885
urn:li:member:192682263,23,Female,White,south_asian,1009
urn:li:member:20261054,47,Male,White,celtic_english,0
urn:li:member:43287233,64,Male,White,south_asian,295
urn:li:member:172202013,26,Male,Black,celtic_english,1012
urn:li:member:39747519,31,Female,White,european,1411
urn:li:member:89738123,39,Male,Asian,east_asian,542
urn:li:member:16466294,40,Male,White,european,1121
urn:li:member:24388522,54,Male,White,celtic_english,970
urn:li:member:18530507,43,Male,Asian,south_asian,672
urn:li:member:50901529,29,Male,Black,african,6314
urn:li:member:61446525,44,Female,White,hispanic,1063
urn:li:member:417834107,44,Male,Asian,european,621
urn:li:member:52131448,51,Male,Asian,south_asian,319
urn:li:member:2511658,43,Male,White,celtic_english,430
urn:li:member:12623773,45,Male,White,european,773
urn:li:member:774497,31,Male,White,nordic,597
urn:li:member:75938640,43,Male,White,african,732
urn:li:member:39063234,51,Male,White,celtic_english,1867
urn:li:member:1103003,56,Male,White,celtic_english,972
urn:li:member:71970863,39,Male,Asian,east_asian,392
urn:li:member:118180739,28,Female,Asian,east_asian,279
urn:li:member:206514751,29,Male,White,european,401
urn:li:member:79054822,36,Male,White,hispanic,547
urn:li:member:124170680,47,Female,White,celtic_english,468
urn:li:member:221907670,32,Male,Black,celtic_english,193
urn:li:member:95112845,42,Male,White,european,204
urn:li:member:542497,48,Male,White,celtic_english,267
urn:li:member:162359676,32,Female,White,south_asian,0
urn:li:member:7994620,64,Male,White,celtic_english,564
urn:li:member:15314403,48,Male,White,celtic_english,522
urn:li:member:1800438,45,Female,White,european,653
urn:li:member:13416548,33,Male,White,south_asian,1406
urn:li:member:46315655,34,Male,White,hispanic,2148
urn:li:member:11414756,54,Male,White,celtic_english,879
urn:li:member:8193953,39,Male,Asian,east_asian,797
urn:li:member:11519614,58,Female,White,celtic_english,603
urn:li:member:204379216,27,Female,Asian,east_asian,321
urn:li:member:130271714,31,Female,White,south_asian,598
urn:li:member:6879175,53,Male,White,european,452
urn:li:member:105946240,43,Female,White,celtic_english,1385
urn:li:member:52258982,21,Male,Black,south_asian,510
urn:li:member:3143303,53,Female,White,hispanic,702
urn:li:member:47728797,57,Male,White,european,637
urn:li:member:21284815,39,Male,White,celtic_english,318
urn:li:member:5988313,60,Male,White,celtic_english,1959
urn:li:member:57239957,31,Male,White,african,1896
urn:li:member:130368899,46,Male,White,muslim,567
urn:li:member:23759185,26,Male,White,celtic_english,368
urn:li:member:24263297,51,Male,Asian,east_asian,663
urn:li:member:51998688,67,Male,White,south_asian,2284
urn:li:member:25667586,43,Male,White,celtic_english,728
urn:li:member:23402762,51,Male,Asian,european,513
urn:li:member:174108233,50,Female,White,celtic_english,503
urn:li:member:61144382,38,Male,Black,south_asian,430
urn:li:member:157979126,49,Male,White,celtic_english,2598
urn:li:member:128688558,34,Male,White,european,634
urn:li:member:67311,63,Male,White,celtic_english,1259
urn:li:member:36748961,71,Male,White,celtic_english,941
urn:li:member:8581744,55,Male,White,celtic_english,360
urn:li:member:52153222,45,Male,Black,celtic_english,938
urn:li:member:19682339,38,Male,White,nordic,270
urn:li:member:526013,55,Female,White,european,2076
urn:li:member:4461241,37,Female,White,european,1131
urn:li:member:6585927,52,Male,Black,south_asian,0
urn:li:member:237352911,54,Male,White,european,684
urn:li:member:11811987,27,Male,White,european,749
urn:li:member:22324533,36,Female,Asian,south_asian,769
urn:li:member:34176186,51,Male,White,celtic_english,843
urn:li:member:248397966,34,Female,Asian,east_asian,212
urn:li:member:20235630,60,Male,White,european,449
urn:li:member:73925896,45,Male,Black,muslim,1054
urn:li:member:14373020,31,Male,White,south_asian,634
urn:li:member:3831,66,Male,White,celtic_english,9879
urn:li:member:78582189,34,Male,White,european,1443
urn:li:member:14283566,58,Male,White,celtic_english,2314
urn:li:member:7767684,48,Male,Black,celtic_english,267
urn:li:member:525171294,37,Male,White,south_asian,522
urn:li:member:4294310,56,Male,White,celtic_english,931
urn:li:member:769348,59,Male,White,celtic_english,1392
urn:li:member:39637401,48,Male,Asian,south_asian,1217
urn:li:member:121652224,46,Male,White,south_asian,1188
urn:li:member:221081682,33,Female,Asian,european,204
urn:li:member:3474881,23,Female,Asian,celtic_english,6424
urn:li:member:10052773,51,Male,White,celtic_english,1273
urn:li:member:111226644,47,Male,White,south_asian,2310
urn:li:member:84547586,35,Male,White,celtic_english,1138
urn:li:member:4701159,42,Male,White,south_asian,1783
urn:li:member:13597982,34,Male,White,european,280
urn:li:member:14355309,31,Male,White,muslim,1459
urn:li:member:48944057,41,Female,Asian,celtic_english,1039
urn:li:member:169479503,42,Male,White,hispanic,86
urn:li:member:950165,52,Female,White,celtic_english,1549
urn:li:member:22511626,62,Male,White,celtic_english,1206
urn:li:member:222448906,24,Male,Black,south_asian,888
urn:li:member:25856449,48,Male,White,european,507
urn:li:member:372746,65,Male,White,celtic_english,1006
urn:li:member:179113220,13,Female,Asian,celtic_english,857
urn:li:member:4742814,55,Female,White,celtic_english,1024
urn:li:member:2899347,56,Male,White,celtic_english,973
urn:li:member:12876413,47,Female,Asian,east_asian,4636
urn:li:member:843339,51,Male,White,celtic_english,886
urn:li:member:14697996,71,Male,Asian,celtic_english,500
urn:li:member:13605306,53,Female,White,celtic_english,240
urn:li:member:18039805,65,Male,White,celtic_english,4141
urn:li:member:11837505,44,Male,Black,south_asian,535
urn:li:member:24473216,33,Female,Asian,east_asian,335
urn:li:member:47423450,37,Male,White,european,566
urn:li:member:9340505,40,Male,Asian,south_asian,278
urn:li:member:29212113,49,Female,White,celtic_english,5933
urn:li:member:13073078,44,Female,Black,celtic_english,342
urn:li:member:40995304,35,Male,White,celtic_english,317
urn:li:member:12070380,39,Male,White,hispanic,364
urn:li:member:744632,38,Male,White,hispanic,894
urn:li:member:2957210,46,Female,Asian,hispanic,416
urn:li:member:28400130,56,Female,White,celtic_english,621
urn:li:member:11563695,32,Male,White,south_asian,1232
urn:li:member:46865444,49,Female,White,hispanic,1244
urn:li:member:18359986,41,Male,White,european,312
urn:li:member:30954775,47,Male,White,hispanic,449
urn:li:member:6263742,47,Male,White,celtic_english,780
urn:li:member:1784506,37,Male,White,nordic,2883
urn:li:member:70851561,37,Male,White,south_asian,724
urn:li:member:76153012,47,Female,White,celtic_english,729
urn:li:member:4155691,45,Female,White,celtic_english,451
urn:li:member:198539596,33,Male,White,south_asian,329
urn:li:member:3935921,31,Male,Asian,european,1424
urn:li:member:62742859,31,Male,White,muslim,697
urn:li:member:2647386,58,Male,White,european,2191
urn:li:member:94005426,54,Male,White,celtic_english,742
urn:li:member:35383411,22,Male,Asian,east_asian,413
urn:li:member:70282405,49,Female,White,celtic_english,867
urn:li:member:73071465,37,Male,White,celtic_english,278
urn:li:member:143771123,15,Male,Asian,east_asian,352
urn:li:member:93384194,20,Male,Asian,east_asian,352
urn:li:member:124845461,50,Female,White,celtic_english,377
urn:li:member:16482003,47,Male,White,south_asian,1534
urn:li:member:13008839,32,Male,Asian,celtic_english,966
urn:li:member:178759594,47,Male,White,celtic_english,4622
