m_urn,beauty,beauty_female,beauty_male,blur,blur_gaussian,blur_motion,face_quality,smile,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_open,mouth_mask,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain
urn:li:member:164095043,56.562,59.609,56.562,1.494,1.494,1.494,88.146,86.997,None,0.7860813,-8.464242,7.0809503,0.0,100.0,0.0,0.0,1.845,43.918,4.139,3.885
urn:li:member:97612248,44.303,44.303,34.645,3.285,3.285,3.285,86.871,85.241,None,2.331046,-11.929231,-7.0575104,0.001,99.999,0.0,0.0,50.274,1.928,1.926,81.639
urn:li:member:7144474,77.328,81.862,77.328,0.523,0.523,0.523,92.262,30.683,None,8.086358,0.40322992,1.0772284,99.998,0.002,0.0,0.0,45.035,2.487,4.965,2.99
urn:li:member:194836977,65.813,65.813,65.758,0.311,0.311,0.311,91.628,37.046,Normal,-1.5582521,-4.867094,4.603941,93.854,6.076,0.027,0.044,3.52,1.806,56.142,17.754
urn:li:member:69957339,54.605,57.269,54.605,0.347,0.347,0.347,91.97,4.04,None,6.492856,-5.1219497,2.4735377,100.0,0.0,0.0,0.0,9.797,2.178,14.439,15.68
urn:li:member:13876735,79.062,83.263,79.062,0.539,0.539,0.539,87.087,87.939,None,12.798005,2.8089259,3.2502599,0.0,100.0,0.0,0.0,45.89,3.232,2.399,87.525
urn:li:member:22336185,70.631,72.24,70.631,0.364,0.364,0.364,91.252,71.237,Normal,8.023592,-16.144773,2.5352826,0.0,100.0,0.0,0.0,0.948,10.362,10.761,3.011
urn:li:member:250054008,57.223,57.223,54.055,4.36,4.36,4.36,76.834,95.57,None,6.89319,-4.2024016,-9.698654,0.003,99.997,0.0,0.0,2.256,4.099,11.411,7.275
urn:li:member:6882970,48.601,48.601,54.954,0.939,0.939,0.939,93.62,43.959,None,-5.3928485,0.67954856,0.18584688,100.0,0.0,0.0,0.0,79.645,0.964,2.151,37.49
urn:li:member:2004537,36.51,42.387,36.51,0.353,0.353,0.353,94.12,9.089,None,2.1033447,-0.5934081,-1.031653,100.0,0.0,0.0,0.0,2.452,6.011,2.36,98.192
urn:li:member:8415537,48.259,54.343,48.259,26.13,26.13,26.13,32.356,1.347,None,-4.2354026,-0.9769232,-14.260734,100.0,0.0,0.0,0.0,1.232,14.374,41.85,1.893
urn:li:member:243039522,66.641,66.641,65.478,0.14,0.14,0.14,0.006,50.469,None,-10.68456,-6.717721,39.73263,100.0,0.0,0.0,0.0,2.023,3.713,72.767,1.345
urn:li:member:19622301,51.498,51.498,49.912,3.96,3.96,3.96,89.999,42.026,None,4.9886217,-36.977,3.9081311,0.001,99.999,0.0,0.0,0.903,2.606,45.449,2.94
urn:li:member:160228052,47.739,45.789,47.739,41.7,41.7,41.7,37.089,96.658,None,3.9443333,-11.597269,1.5260897,0.0,100.0,0.0,0.0,1.725,4.309,18.256,9.583
urn:li:member:10627049,50.583,50.583,49.55,0.354,0.354,0.354,94.197,50.19,None,2.422541,-8.083656,-0.7533664,0.0,100.0,0.0,0.0,2.283,5.114,71.702,3.4
urn:li:member:134973886,54.92,61.128,54.92,0.844,0.844,0.844,85.498,52.698,None,6.7066264,-4.743296,7.249773,96.145,0.0,0.0,3.855,0.78,4.04,2.665,1.838
urn:li:member:299574781,78.632,79.285,78.632,0.359,0.359,0.359,72.049,11.479,None,-0.8729408,-15.089965,12.612984,81.094,4.642,0.0,14.263,0.782,3.51,80.924,0.665
urn:li:member:177841163,76.455,76.238,76.455,1.121,1.121,1.121,91.625,90.445,None,1.2359662,-2.7231715,4.431114,0.0,100.0,0.0,0.0,19.17,5.357,0.856,14.747
urn:li:member:24588600,54.181,53.253,54.181,1.015,1.015,1.015,93.503,44.513,None,3.4780254,-4.7544303,-1.3190247,100.0,0.0,0.0,0.0,60.656,14.468,0.377,50.422
urn:li:member:248760008,70.669,69.202,70.669,0.361,0.361,0.361,89.472,28.223,None,10.537896,-2.6541903,2.8804255,100.0,0.0,0.0,0.0,3.517,6.56,11.715,1.172
urn:li:member:64102036,60.427,56.716,60.427,0.632,0.632,0.632,92.899,29.226,Normal,1.4709042,4.9852057,-3.0701206,90.272,0.075,0.0,9.653,8.585,6.869,12.248,0.32
urn:li:member:3820980,36.139,36.139,29.178,17.621,17.621,17.621,74.335,91.581,Normal,-0.5131419,3.6255915,-8.272652,0.717,94.343,0.0,4.94,67.787,36.996,3.381,72.823
urn:li:member:35153740,61.641,64.534,61.641,0.312,0.312,0.312,92.193,50.229,None,9.619399,-0.8245732,-0.12396964,0.003,99.996,0.0,0.0,0.391,3.095,6.732,2.081
urn:li:member:2015084,29.148,35.43,29.148,1.501,1.501,1.501,93.463,89.477,Normal,-2.492908,-3.0173507,1.5617509,2.274,92.641,0.0,5.085,1.355,27.634,0.436,6.314
urn:li:member:1213910,50.002,63.682,50.002,0.393,0.393,0.393,92.549,90.499,None,2.3230693,-3.3040588,3.355432,0.002,99.998,0.0,0.0,17.48,2.777,0.2,56.753
urn:li:member:14727280,46.646,51.761,46.646,5.903,5.903,5.903,39.224,18.306,None,1.1211729,-2.260779,16.866835,99.977,0.0,0.023,0.0,66.921,4.968,0.696,81.375
urn:li:member:6814959,47.752,47.752,46.683,0.605,0.605,0.605,61.121,96.845,None,11.694352,9.787119,-12.575493,0.0,100.0,0.0,0.0,2.35,3.617,33.908,12.121
urn:li:member:17254327,46.622,46.622,46.958,0.331,0.331,0.331,45.418,69.021,None,7.197583,-4.5836954,15.999379,0.0,100.0,0.0,0.0,4.747,3.703,45.075,3.19
urn:li:member:94915168,79.156,80.04,79.156,0.358,0.358,0.358,91.832,14.373,None,3.3074465,-2.242351,3.8942566,99.072,0.0,0.0,0.928,0.291,1.379,66.28,3.694
urn:li:member:92481652,67.733,68.295,67.733,0.153,0.153,0.153,87.195,90.749,None,-0.8613107,-3.9349163,7.9151106,0.008,99.99,0.0,0.002,0.232,3.935,7.489,2.202
urn:li:member:1525273,63.799,68.618,63.799,10.393,10.393,10.393,86.821,37.955,None,1.4658508,7.786909,-5.083089,0.893,98.891,0.001,0.215,2.07,3.849,5.954,5.834
urn:li:member:6425323,42.151,48.384,42.151,0.033,0.033,0.033,68.716,90.958,Normal,-1.2818472,-10.444215,13.265212,0.845,94.7,4.367,0.089,0.193,23.401,5.783,21.636
urn:li:member:125019150,81.557,82.124,81.557,9.26,9.26,9.26,84.36,70.936,None,3.8723757,-9.132628,6.3162627,99.995,0.005,0.0,0.0,3.972,3.453,18.624,2.145
urn:li:member:46062575,42.354,40.137,42.354,3.86,3.86,3.86,70.918,89.094,Normal,-3.7195647,-17.488491,11.922803,0.002,99.996,0.0,0.002,1.16,5.721,2.114,7.044
urn:li:member:195154990,70.875,70.875,67.267,1.26,1.26,1.26,86.631,96.708,None,10.162609,-20.036957,5.0682435,0.0,100.0,0.0,0.0,1.001,2.72,29.366,0.406
urn:li:member:71667367,64.067,64.067,67.455,5.351,5.351,5.351,1.136,41.484,None,11.031546,-6.355291,25.042538,99.988,0.012,0.0,0.0,45.397,23.102,0.843,66.19
urn:li:member:493246,74.647,84.585,74.647,0.273,0.273,0.273,59.767,97.413,None,-0.88388026,-9.3209505,14.744702,0.0,100.0,0.0,0.0,34.037,7.424,1.399,27.056
urn:li:member:134911033,45.896,47.363,45.896,0.357,0.357,0.357,68.895,94.549,None,6.298903,7.1115375,-12.453765,0.382,99.421,0.0,0.197,0.12,13.679,13.445,3.166
urn:li:member:137808816,67.733,67.733,66.52,1.201,1.201,1.201,91.784,83.532,None,7.2977138,-2.1959462,1.9498047,100.0,0.0,0.0,0.0,3.855,20.715,35.74,3.517
urn:li:member:20114906,57.524,60.512,57.524,4.969,4.969,4.969,63.07,83.167,None,2.7486455,8.62787,-13.384417,99.989,0.011,0.0,0.0,7.289,2.786,17.559,3.842
urn:li:member:88459114,66.762,66.762,65.416,7.649,7.649,7.649,70.124,10.378,Dark,14.101865,-19.869482,8.095977,97.646,0.674,0.0,1.68,10.014,2.945,4.451,8.546
urn:li:member:221903117,67.787,68.329,67.787,0.387,0.387,0.387,62.342,51.921,None,-12.197165,-6.575435,12.218799,100.0,0.0,0.0,0.0,1.399,6.889,85.805,1.62
urn:li:member:590299,35.198,40.072,35.198,8.056,8.056,8.056,0.582,7.216,None,-10.848296,11.355238,-25.893494,99.998,0.0,0.0,0.002,4.639,14.056,0.764,8.339
urn:li:member:572956858,64.1,64.1,62.395,0.064,0.064,0.064,71.448,92.981,None,4.10655,8.385007,12.357631,100.0,0.0,0.0,0.0,2.038,6.616,47.835,2.826
urn:li:member:1066095,44.05,50.639,44.05,0.346,0.346,0.346,92.473,96.838,None,1.6983615,-10.8510685,3.6417644,5.412,94.586,0.0,0.002,0.731,37.011,1.72,2.713
urn:li:member:293522375,50.957,50.957,50.281,2.004,2.004,2.004,40.932,98.955,None,5.367545,-13.360849,16.660006,0.008,99.992,0.0,0.0,4.478,95.937,6.867,22.289
urn:li:member:4460875,72.108,76.804,72.108,0.148,0.148,0.148,70.309,12.673,None,3.896508,-2.461807,12.610215,100.0,0.0,0.0,0.0,27.627,13.677,7.222,9.408
urn:li:member:51130033,58.833,58.833,60.007,9.489,9.489,9.489,0.006,78.255,None,-4.1592865,-4.991547,58.97774,0.025,30.279,0.001,69.695,1.074,13.92,19.044,5.063
urn:li:member:25865450,56.348,62.828,56.348,38.334,38.334,38.334,54.045,88.41,None,2.3078065,-11.728625,-0.037836686,0.238,1.222,0.016,98.525,0.27,0.926,83.312,0.673
urn:li:member:29955900,43.502,56.817,43.502,0.366,0.366,0.366,93.105,75.686,None,3.1367874,2.4949062,-2.3513267,0.0,100.0,0.0,0.0,2.543,0.356,1.786,51.352
urn:li:member:1504917,39.838,44.668,39.838,28.433,28.433,28.433,0.006,24.983,Normal,-4.2375836,6.407453,-38.074993,0.0,100.0,0.0,0.0,3.006,14.092,8.262,7.056
urn:li:member:42555866,52.386,55.174,52.386,0.354,0.354,0.354,94.318,98.365,None,-2.2797062,2.27863,-0.5602019,0.0,100.0,0.0,0.0,4.344,10.174,9.239,5.796
urn:li:member:1934993,62.463,71.733,62.463,0.374,0.374,0.374,84.408,12.739,None,8.028106,-6.093861,7.450617,99.999,0.001,0.0,0.0,6.065,69.949,2.204,7.095
urn:li:member:172834040,45.973,45.973,49.633,97.982,97.982,97.982,0.006,79.049,None,7.194739,-5.982507,-3.4971635,0.0,100.0,0.0,0.0,9.906,5.959,13.478,7.138
urn:li:member:339476740,66.379,66.379,68.255,1.158,1.158,1.158,82.3,96.278,None,4.8396626,6.3735123,-9.059089,0.0,100.0,0.0,0.0,7.71,2.687,42.078,16.424
urn:li:member:5622073,62.898,62.898,54.639,0.4,0.4,0.4,79.898,93.209,None,5.401111,0.8222893,9.907669,0.007,99.993,0.0,0.0,72.855,2.822,2.229,81.413
urn:li:member:18034382,41.192,41.192,37.367,2.814,2.814,2.814,79.54,92.618,None,8.049625,-3.4215446,-8.837401,0.001,99.999,0.0,0.0,22.19,5.65,2.306,49.034
urn:li:member:149779224,68.427,68.427,70.737,0.973,0.973,0.973,88.895,94.928,None,10.101143,-5.195955,-3.480742,0.0,100.0,0.0,0.0,1.434,5.521,35.843,5.293
urn:li:member:19445488,48.503,48.503,51.803,0.643,0.643,0.643,94.365,94.86,None,2.6483257,-10.583332,-0.16019867,0.058,99.934,0.0,0.007,3.285,1.765,6.69,3.595
urn:li:member:64164163,53.894,64.498,53.894,1.143,1.143,1.143,78.236,73.477,None,12.774685,0.3793184,-7.761162,0.599,99.378,0.0,0.023,2.164,11.289,62.507,1.313
urn:li:member:72655176,69.233,73.921,69.233,0.914,0.914,0.914,92.627,96.759,Normal,6.6577954,-2.7008095,1.2248211,0.0,100.0,0.0,0.0,1.205,11.354,1.874,2.134
urn:li:member:66020994,61.635,64.285,61.635,27.494,27.494,27.494,0.006,3.647,Normal,-14.588952,4.8750925,53.08213,99.977,0.011,0.0,0.012,0.27,23.852,11.757,1.098
urn:li:member:1227484,64.647,64.647,55.305,2.943,2.943,2.943,88.574,95.57,None,-1.3803436,6.6992083,6.3216295,0.012,3.971,1.827,94.189,2.381,0.863,16.002,14.89
urn:li:member:56148317,62.214,64.241,62.214,13.781,13.781,13.781,88.715,26.626,None,1.1629533,-5.3979907,2.1228943,99.987,0.012,0.0,0.0,3.841,2.871,6.635,1.406
urn:li:member:342596977,71.577,74.135,71.577,0.361,0.361,0.361,93.355,5.285,None,0.6949427,-2.7591152,-2.7503104,100.0,0.0,0.0,0.0,11.468,4.134,11.565,25.481
urn:li:member:37442113,68.346,71.312,68.346,59.079,59.079,59.079,0.006,15.889,None,-7.893613,-5.09138,-0.031273726,99.973,0.001,0.0,0.026,6.854,3.324,0.509,1.15
urn:li:member:83642406,71.641,75.062,71.641,0.018,0.018,0.018,8.054,0.941,Normal,12.894776,-0.5039166,-21.401266,53.237,39.376,6.171,1.216,6.441,6.116,14.401,13.691
urn:li:member:1088833,36.467,47.572,36.467,0.424,0.424,0.424,92.103,56.26,None,3.8821745,3.6364915,-3.3756423,0.0,100.0,0.0,0.0,3.086,26.045,0.328,93.921
urn:li:member:61448094,67.013,67.013,64.182,0.103,0.103,0.103,69.116,68.227,None,5.685957,-6.657011,12.561124,100.0,0.0,0.0,0.0,1.949,13.498,65.346,3.483
urn:li:member:47945880,72.188,77.045,72.188,5.087,5.087,5.087,38.549,99.048,None,23.39745,8.530513,-7.935738,0.0,100.0,0.0,0.0,45.004,5.193,1.007,39.617
urn:li:member:25775623,53.101,54.911,53.101,0.391,0.391,0.391,93.104,43.384,Normal,-2.0128934,-1.6130484,2.7193766,0.695,1.495,0.003,97.807,97.29,54.496,0.44,98.72
urn:li:member:57496554,49.05,49.05,41.359,0.583,0.583,0.583,81.713,95.747,None,6.5903697,-13.480423,8.962186,0.013,99.987,0.0,0.0,6.933,42.414,1.524,5.433
urn:li:member:71937499,47.174,47.174,50.429,1.055,1.055,1.055,88.613,97.528,None,9.999732,1.637579,-3.7568097,0.02,99.98,0.0,0.0,4.441,4.172,29.88,6.642
urn:li:member:83578,65.487,69.353,65.487,0.282,0.282,0.282,93.088,15.439,None,7.3949404,-5.5278187,-0.26677266,99.999,0.0,0.0,0.001,16.091,21.555,6.568,19.658
urn:li:member:103153219,76.32,76.44,76.32,3.451,3.451,3.451,89.04,16.108,None,8.166833,-0.9697332,3.5605714,99.992,0.008,0.0,0.0,1.12,3.716,93.486,1.123
urn:li:member:6288934,45.445,50.437,45.445,0.572,0.572,0.572,88.232,1.863,None,9.657105,-2.9086509,4.415539,99.998,0.002,0.0,0.0,86.568,3.942,0.446,94.072
urn:li:member:52568418,54.59,55.663,54.59,0.359,0.359,0.359,22.547,47.532,None,-7.5197625,-15.299579,19.082602,99.984,0.006,0.001,0.009,2.364,7.705,10.809,9.943
urn:li:member:1057230,75.98,79.476,75.98,1.711,1.711,1.711,81.856,20.819,None,-0.44417745,9.034362,-9.876392,100.0,0.0,0.0,0.0,52.84,19.298,0.913,32.795
urn:li:member:174306553,55.139,61.563,55.139,0.359,0.359,0.359,77.268,78.95,Normal,10.2712,-0.30024186,-9.346177,0.026,99.974,0.0,0.0,4.063,17.48,1.768,2.548
urn:li:member:112205450,45.603,47.753,45.603,0.361,0.361,0.361,68.154,92.35,Normal,-0.7006852,-6.835743,13.382039,94.287,5.399,0.0,0.314,23.967,0.861,8.257,45.946
urn:li:member:90432195,76.492,77.509,76.492,0.372,0.372,0.372,93.603,4.863,None,5.4180694,-1.9682603,0.4846796,100.0,0.0,0.0,0.0,3.886,5.113,48.104,4.806
urn:li:member:125669988,63.234,74.281,63.234,0.385,0.385,0.385,8.405,82.127,None,2.7083747,-14.425605,22.074942,100.0,0.0,0.0,0.0,4.064,2.956,50.251,3.636
urn:li:member:6101721,63.096,62.601,63.096,0.289,0.289,0.289,93.462,6.341,None,0.9697733,-6.4510283,2.5441566,88.902,0.099,0.005,10.993,53.25,5.166,18.829,44.607
urn:li:member:4962961,42.999,51.669,42.999,0.334,0.334,0.334,72.124,98.704,None,4.5184054,0.7654514,12.106118,0.0,100.0,0.0,0.0,4.275,3.919,1.052,16.908
urn:li:member:18884909,64.895,69.465,64.895,2.005,2.005,2.005,36.802,46.037,None,2.5640938,7.561471,-17.466053,0.112,0.021,0.014,99.852,2.368,6.134,22.595,0.986
urn:li:member:66041370,70.591,75.167,70.591,0.363,0.363,0.363,78.117,77.227,None,7.0848536,-0.76607627,10.06019,88.808,0.0,0.0,11.192,1.072,1.26,63.937,9.934
urn:li:member:5012359,61.149,66.11,61.149,0.326,0.326,0.326,53.756,96.021,None,-0.74600947,-4.7590957,15.600554,0.0,100.0,0.0,0.0,0.857,2.22,69.072,5.316
urn:li:member:9751332,57.815,60.289,57.815,0.09,0.09,0.09,90.657,99.649,None,7.6175,-3.8726249,3.497191,0.0,100.0,0.0,0.0,7.092,13.817,0.549,19.842
urn:li:member:3139305,44.393,56.581,44.393,0.377,0.377,0.377,72.728,83.717,None,-5.49839,-5.3198395,11.792187,11.949,88.05,0.0,0.001,49.922,5.459,0.761,40.836
urn:li:member:3615666,51.804,52.331,51.804,20.475,20.475,20.475,12.779,73.309,None,-4.131121,-23.177776,19.34547,0.402,99.56,0.004,0.034,0.375,4.06,8.014,1.429
urn:li:member:2920184,65.321,63.992,65.321,77.709,77.709,77.709,0.006,10.32,Normal,5.69842,-3.0386755,-28.403023,99.995,0.0,0.0,0.004,1.632,14.452,4.028,8.446
urn:li:member:145655,54.838,56.765,54.838,2.354,2.354,2.354,38.028,95.831,None,1.2678555,-0.9867066,17.374533,0.0,100.0,0.0,0.0,2.14,2.611,9.039,27.974
urn:li:member:14095243,84.358,87.631,84.358,0.374,0.374,0.374,92.128,86.51,None,3.475818,10.240168,-3.5016835,0.0,100.0,0.0,0.0,6.45,5.359,83.763,5.392
urn:li:member:5443252,32.888,41.405,32.888,66.213,66.213,66.213,0.006,68.023,None,-0.048107583,5.7331853,3.1006274,99.995,0.005,0.0,0.0,2.158,2.71,49.571,2.685
urn:li:member:164788516,59.464,59.464,56.254,0.052,0.052,0.052,52.088,97.091,None,2.6536062,4.0397544,15.68684,0.0,100.0,0.0,0.0,36.706,1.909,13.235,8.551
urn:li:member:2454761,44.577,46.589,44.577,56.645,56.645,56.645,0.006,44.868,None,5.5696373,-5.672086,-8.685935,97.491,1.431,0.943,0.135,2.938,14.5,1.75,37.868
urn:li:member:89443349,82.103,84.814,82.103,21.747,21.747,21.747,84.103,17.767,None,-1.9318874,-3.0257285,0.96611655,99.999,0.0,0.0,0.001,0.403,5.322,87.049,2.07
urn:li:member:15092507,46.996,50.724,46.996,1.612,1.612,1.612,89.523,96.688,None,12.053288,4.565894,-1.0948025,0.986,98.891,0.017,0.106,0.597,5.189,6.715,1.967
urn:li:member:11874860,65.223,67.527,65.223,0.655,0.655,0.655,92.086,8.46,Normal,7.399826,-4.4559364,1.7077215,93.679,0.0,0.0,6.321,91.696,4.943,1.775,26.462
urn:li:member:76591153,68.477,72.805,68.477,5.783,5.783,5.783,82.091,42.764,None,4.883394,-4.4871445,8.074992,99.978,0.008,0.011,0.003,6.155,4.828,35.614,7.576
urn:li:member:138600103,64.62,64.738,64.62,4.263,4.263,4.263,2.083,38.322,None,3.3083673,4.5950494,-24.456749,0.012,99.988,0.0,0.0,0.505,4.417,70.61,0.642
urn:li:member:113927895,57.115,60.663,57.115,8.974,8.974,8.974,86.196,65.57,None,3.8293152,7.215214,-5.381495,0.65,99.215,0.0,0.135,17.969,2.418,5.432,27.821
urn:li:member:7741783,46.783,53.669,46.783,0.053,0.053,0.053,93.652,6.914,Normal,3.2224324,-2.2635207,-1.5810812,100.0,0.0,0.0,0.0,0.867,0.15,0.834,51.642
urn:li:member:34442825,72.946,79.6,72.946,0.721,0.721,0.721,94.017,43.108,None,-0.8503491,0.67073566,-1.4920573,0.0,100.0,0.0,0.0,12.086,1.994,5.9,33.491
urn:li:member:2452075,57.639,60.459,57.639,0.372,0.372,0.372,86.529,93.329,Normal,1.0542337,-3.427855,8.170609,0.003,99.997,0.0,0.0,7.048,1.553,1.588,27.612
urn:li:member:21358272,56.636,61.36,56.636,0.409,0.409,0.409,92.486,23.186,Normal,-8.438257,-2.8407075,0.52296364,99.998,0.001,0.0,0.001,1.848,10.147,0.59,39.622
urn:li:member:98842972,84.872,88.404,84.872,0.351,0.351,0.351,88.603,85.391,Normal,13.721235,0.48750895,1.0101593,0.0,100.0,0.0,0.0,1.749,9.919,4.67,4.534
urn:li:member:16577619,49.5,53.48,49.5,0.064,0.064,0.064,0.006,65.194,Normal,-17.975885,5.7442975,32.61316,99.933,0.032,0.0,0.034,57.993,1.228,4.184,47.52
urn:li:member:18078646,55.523,53.003,55.523,99.345,99.345,99.345,0.006,41.465,Normal,-10.874659,2.0156822,13.783103,89.309,10.394,0.0,0.296,9.744,44.027,1.603,47.014
urn:li:member:66462014,73.282,73.282,65.167,2.147,2.147,2.147,5.917,55.873,Normal,0.1852279,25.298,-22.806616,0.0,100.0,0.0,0.0,1.383,3.857,54.799,2.079
urn:li:member:52507960,47.777,51.332,47.777,2.553,2.553,2.553,85.942,91.364,Normal,5.1377683,-6.0211987,-7.0627666,0.0,100.0,0.0,0.0,98.126,41.394,3.722,83.249
urn:li:member:5002771,65.302,74.155,65.302,0.461,0.461,0.461,31.023,14.151,None,1.3030941,-0.9875442,18.426327,0.036,99.962,0.0,0.001,37.211,13.884,0.697,51.832
urn:li:member:114100057,73.02,73.02,69.29,0.335,0.335,0.335,92.598,21.72,Normal,-0.20716818,-7.2551823,3.8642201,100.0,0.0,0.0,0.0,16.953,4.398,34.333,12.264
urn:li:member:2385334,45.178,58.696,45.178,1.508,1.508,1.508,91.838,96.128,None,0.972099,2.7516804,-4.1481934,0.0,100.0,0.0,0.0,92.135,92.53,0.746,95.321
urn:li:member:4352738,60.071,60.071,60.411,0.28,0.28,0.28,90.76,99.54,None,6.6631713,-3.5394616,-3.7740507,0.0,100.0,0.0,0.0,0.698,45.146,12.812,34.439
urn:li:member:242998095,52.203,52.203,56.052,5.889,5.889,5.889,86.913,94.828,None,1.4607375,-13.409163,6.4973607,0.0,100.0,0.0,0.0,44.379,3.466,5.031,36.891
urn:li:member:31571846,71.604,77.657,71.604,1.211,1.211,1.211,92.156,30.196,None,2.1532462,2.72892,-3.589067,100.0,0.0,0.0,0.0,0.163,4.531,17.451,0.733
urn:li:member:6031016,72.631,79.122,72.631,0.83,0.83,0.83,88.248,83.45,Normal,2.315523,-1.7760729,6.8898296,0.017,99.964,0.0,0.019,0.587,4.383,21.793,1.232
urn:li:member:420182,70.781,72.535,70.781,0.822,0.822,0.822,93.275,88.996,None,5.471794,6.129533,0.85059756,0.404,99.591,0.0,0.004,2.055,1.337,63.869,13.469
urn:li:member:9295721,61.416,58.254,61.416,42.522,42.522,42.522,2.24,6.228,None,1.4733956,0.3430949,20.394958,99.999,0.0,0.0,0.0,16.969,10.861,9.844,5.253
urn:li:member:248279796,64.106,64.106,63.887,0.976,0.976,0.976,0.234,0.316,None,8.12738,-22.127125,27.05535,92.47,6.722,0.808,0.0,3.554,4.674,5.09,4.127
urn:li:member:4457494,62.804,67.435,62.804,0.994,0.994,0.994,89.921,23.206,None,4.6380396,-5.6903815,5.0620584,98.951,0.0,0.0,1.049,3.625,20.295,2.459,2.873
urn:li:member:92217668,62.727,63.387,62.727,0.382,0.382,0.382,93.843,6.913,None,2.1101313,-5.9412584,1.5291964,98.227,1.651,0.003,0.119,0.736,9.184,28.191,0.72
urn:li:member:148389489,77.916,78.814,77.916,0.37,0.37,0.37,71.794,2.694,None,3.833516,-8.407275,12.280729,100.0,0.0,0.0,0.0,19.497,0.604,4.347,45.83
urn:li:member:21701999,50.152,55.173,50.152,0.386,0.386,0.386,81.338,5.547,None,-0.15703714,-4.814886,10.33377,100.0,0.0,0.0,0.0,5.468,1.214,20.642,50.173
urn:li:member:223070765,33.323,43.217,33.323,3.396,3.396,3.396,92.387,91.081,Normal,-5.702298,3.7558107,-0.9883036,0.002,99.997,0.0,0.001,20.14,7.496,0.984,93.011
urn:li:member:149953445,76.408,77.138,76.408,0.836,0.836,0.836,60.391,1.896,None,9.1097555,8.134467,-13.355018,80.443,0.019,0.003,19.535,91.729,3.272,1.976,54.752
urn:li:member:1649660,67.804,67.804,58.309,41.249,41.249,41.249,1.721,98.375,None,4.249421,-15.053787,21.509537,0.0,100.0,0.0,0.0,3.713,1.2,50.253,9.484
urn:li:member:5689225,71.556,73.437,71.556,1.164,1.164,1.164,88.594,12.97,None,9.836016,0.1773672,3.832895,100.0,0.0,0.0,0.0,4.505,3.182,10.29,3.95
urn:li:member:11753234,52.326,57.152,52.326,1.52,1.52,1.52,12.672,23.581,Normal,-3.1063545,14.385366,-21.03204,100.0,0.0,0.0,0.0,8.636,54.328,1.213,80.699
urn:li:member:3604947,61.561,54.661,61.561,0.282,0.282,0.282,0.006,24.176,Normal,-10.2629385,-26.495184,45.37804,98.295,1.433,0.0,0.273,8.26,6.986,15.743,4.296
urn:li:member:5358264,51.287,51.287,50.333,84.49,84.49,84.49,0.006,35.506,None,-2.3477125,1.1885071,-7.8248363,0.001,99.999,0.0,0.0,2.522,4.845,71.478,1.788
urn:li:member:2627849,44.068,50.257,44.068,0.048,0.048,0.048,93.959,91.732,Dark,1.7734628,-0.51881516,1.5822107,0.002,99.998,0.0,0.0,0.222,47.459,0.435,51.501
urn:li:member:2855096,49.77,51.309,49.77,5.351,5.351,5.351,58.224,89.914,None,-3.1033707,-6.0119505,14.082547,0.0,100.0,0.0,0.0,32.18,6.592,1.647,28.801
urn:li:member:119583233,69.214,66.835,69.214,92.433,92.433,92.433,0.006,10.308,None,2.3799324,9.230522,-38.38231,88.973,0.002,0.0,11.025,3.971,17.531,28.846,1.543
urn:li:member:50468611,57.04,57.04,57.309,0.376,0.376,0.376,91.186,94.427,Normal,4.344236,6.267733,-4.2167325,97.387,1.719,0.0,0.894,1.62,4.239,27.412,21.365
urn:li:member:114607975,52.927,52.927,52.381,0.909,0.909,0.909,77.5,35.127,None,12.079287,2.5706885,-8.415548,62.514,0.019,0.021,37.446,1.857,1.673,3.412,30.42
urn:li:member:13128286,61.457,67.107,61.457,100.0,100.0,100.0,0.006,4.455,None,5.6679792,-5.0652976,23.706244,78.901,16.518,1.499,3.081,1.423,3.311,49.651,2.448
urn:li:member:47991148,70.506,70.506,71.204,0.953,0.953,0.953,65.162,89.684,None,13.74606,2.7917416,10.963082,0.0,100.0,0.0,0.0,0.935,0.587,33.069,15.593
urn:li:member:166655960,51.561,56.671,51.561,0.148,0.148,0.148,72.459,73.225,None,0.36956105,-10.740983,12.612013,0.0,100.0,0.0,0.0,0.179,84.442,0.301,36.356
urn:li:member:204404866,34.577,40.319,34.577,0.576,0.576,0.576,84.133,26.265,None,0.1192329,-1.176097,-9.312948,1.79,98.204,0.0,0.006,1.145,4.439,10.431,7.018
urn:li:member:5863266,74.483,84.535,74.483,0.35,0.35,0.35,94.562,98.696,None,0.8915104,1.1207595,-0.55822366,0.0,100.0,0.0,0.0,1.434,79.387,4.245,51.029
urn:li:member:47949868,59.003,65.271,59.003,1.259,1.259,1.259,90.337,60.077,None,2.3511236,-13.218724,5.288809,99.998,0.0,0.0,0.001,40.633,93.732,0.8,72.52
