m_urn,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise
urn:li:member:3093603,0.025,0.006,0.006,6.385,93.465,0.006,0.105
urn:li:member:120825860,1.206,0.001,0.001,0.014,98.772,0.001,0.005
urn:li:member:175181643,0.0,0.002,0.0,99.998,0.0,0.0,0.0
urn:li:member:163745603,0.001,0.001,0.054,0.001,44.907,0.001,55.033
urn:li:member:184140570,0.004,0.01,0.087,99.745,0.004,0.137,0.012
urn:li:member:59766533,0.0,0.0,0.0,99.988,0.011,0.0,0.0
urn:li:member:14574461,0.181,0.28,76.658,2.101,12.5,6.856,1.424
urn:li:member:228741537,0.153,12.197,57.673,28.267,0.999,0.153,0.558
urn:li:member:79379907,0.002,0.002,0.002,5.789,94.192,0.002,0.013
urn:li:member:304244277,0.001,0.071,0.001,99.918,0.001,0.002,0.006
urn:li:member:22153563,0.001,0.016,0.001,99.974,0.008,0.001,0.001
urn:li:member:261838383,0.009,33.614,0.009,66.311,0.009,0.015,0.032
urn:li:member:149186711,0.001,0.0,0.003,99.996,0.0,0.0,0.0
urn:li:member:43794154,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:6034562,0.001,0.0,0.0,99.997,0.0,0.002,0.0
urn:li:member:394452985,0.002,14.129,0.023,85.827,0.002,0.013,0.004
urn:li:member:5672960,0.0,0.0,0.0,0.026,99.964,0.001,0.008
urn:li:member:120243022,0.01,0.006,0.004,99.974,0.001,0.004,0.001
urn:li:member:55748560,0.447,87.086,6.648,1.637,1.269,2.578,0.334
urn:li:member:9798680,0.012,0.174,0.012,96.824,1.824,0.012,1.143
urn:li:member:83462302,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:60069936,0.001,0.001,0.001,0.042,99.869,0.083,0.003
urn:li:member:16850643,0.007,4.398,0.031,82.31,13.239,0.007,0.007
urn:li:member:50030562,0.0,0.0,0.0,0.009,99.99,0.0,0.0
urn:li:member:23130492,0.034,0.013,0.023,3.03,96.733,0.156,0.013
urn:li:member:35075421,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:69666547,0.018,37.959,0.011,61.888,0.103,0.011,0.011
urn:li:member:78322685,0.002,0.002,0.071,0.018,98.357,1.548,0.002
urn:li:member:30419111,0.0,0.0,0.0,0.0,99.998,0.002,0.0
urn:li:member:24300307,0.003,0.009,0.001,94.199,5.786,0.001,0.001
urn:li:member:14813915,0.547,0.026,0.008,0.008,93.323,0.008,6.081
urn:li:member:16594924,0.0,0.0,0.0,9.874,90.122,0.0,0.003
urn:li:member:6404861,0.005,96.693,0.005,3.092,0.197,0.005,0.005
urn:li:member:21962821,1.159,1.82,0.009,94.381,0.009,2.614,0.009
urn:li:member:179149318,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:55301873,0.0,0.0,0.0,0.0,99.997,0.001,0.002
urn:li:member:47301062,0.036,3.86,0.15,90.939,3.435,1.545,0.036
urn:li:member:31966048,0.002,0.001,0.0,99.939,0.038,0.0,0.02
urn:li:member:161555424,0.002,0.006,0.0,99.99,0.0,0.0,0.001
urn:li:member:176304132,0.0,0.011,0.0,99.989,0.0,0.0,0.0
urn:li:member:15991179,21.15,0.419,0.754,77.279,0.087,0.137,0.175
urn:li:member:16087257,0.001,0.233,0.0,99.766,0.0,0.0,0.0
urn:li:member:28498895,0.001,0.587,0.009,99.401,0.001,0.001,0.001
urn:li:member:48673474,0.717,0.011,0.042,0.028,98.993,0.188,0.02
urn:li:member:26205142,0.028,47.028,0.028,50.381,2.323,0.186,0.028
urn:li:member:3864963,0.117,0.372,0.11,0.025,95.427,3.944,0.006
urn:li:member:97361899,0.024,0.071,2.409,97.173,0.016,0.125,0.182
urn:li:member:21214418,0.001,0.001,0.018,99.901,0.079,0.001,0.001
urn:li:member:104423081,0.0,0.0,0.0,0.872,99.11,0.0,0.017
urn:li:member:7836259,2.207,0.45,0.046,27.218,69.772,0.189,0.118
urn:li:member:11899648,0.004,0.001,0.001,99.946,0.002,0.046,0.0
urn:li:member:48643844,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:3276182,0.0,0.0,0.0,99.882,0.0,0.0,0.117
urn:li:member:391227706,0.0,0.011,0.005,99.976,0.0,0.0,0.007
urn:li:member:55906008,0.0,0.0,0.0,99.995,0.0,0.0,0.005
urn:li:member:5293885,0.053,0.067,0.0,1.454,98.424,0.0,0.0
urn:li:member:513659,0.0,0.001,0.002,99.911,0.0,0.086,0.0
urn:li:member:47857615,0.001,0.001,0.001,0.014,99.936,0.033,0.013
urn:li:member:11253605,0.0,0.0,0.0,99.99,0.0,0.0,0.009
urn:li:member:13825717,0.003,0.0,0.0,0.002,99.992,0.0,0.001
urn:li:member:273020851,0.241,39.155,0.906,12.864,4.329,42.184,0.322
urn:li:member:29228372,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:21002003,0.0,0.0,0.001,99.999,0.0,0.0,0.0
urn:li:member:6865493,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:53811253,0.0,0.039,0.0,99.96,0.0,0.0,0.0
urn:li:member:1214099,0.172,0.841,0.005,1.006,97.961,0.005,0.009
urn:li:member:72976523,0.0,0.034,0.008,99.927,0.0,0.03,0.0
urn:li:member:89468011,21.274,0.062,1.585,76.92,0.019,0.097,0.042
urn:li:member:153587518,0.013,0.013,0.093,62.5,37.319,0.041,0.02
urn:li:member:133199304,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:41265786,36.937,0.043,0.517,13.713,48.301,0.445,0.043
urn:li:member:129755526,0.018,0.018,0.018,91.075,6.927,1.657,0.287
urn:li:member:144742510,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:143067042,0.01,0.364,0.01,98.08,1.452,0.01,0.073
urn:li:member:6720016,0.037,0.144,0.002,99.745,0.067,0.002,0.002
urn:li:member:19277814,0.023,0.099,0.023,99.333,0.121,0.125,0.277
urn:li:member:193016818,0.0,0.0,0.0,0.0,100.0,0.0,0.0
urn:li:member:116377,0.0,0.0,0.036,99.961,0.0,0.003,0.0
urn:li:member:6297525,0.078,0.01,0.01,5.11,94.646,0.137,0.01
urn:li:member:12054289,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:7755213,5.093,1.76,4.861,0.492,84.782,0.492,2.519
urn:li:member:7330850,0.009,0.009,0.0,99.948,0.0,0.0,0.033
urn:li:member:6728259,0.0,0.001,0.0,99.982,0.018,0.0,0.0
urn:li:member:68702063,0.0,0.003,0.0,99.935,0.031,0.0,0.031
urn:li:member:5147059,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:32254176,0.002,0.004,0.006,99.045,0.939,0.002,0.002
urn:li:member:66599760,0.076,0.002,0.001,99.899,0.016,0.001,0.003
urn:li:member:90520003,0.006,0.001,0.001,0.006,99.975,0.012,0.001
urn:li:member:40787903,0.045,0.171,0.06,10.802,85.67,0.045,3.207
urn:li:member:91104466,0.037,0.859,0.228,76.351,22.368,0.12,0.037
urn:li:member:35983139,0.959,4.655,0.286,0.286,83.98,4.224,5.611
urn:li:member:5560751,0.012,0.03,0.012,87.018,12.857,0.03,0.04
urn:li:member:53279744,0.044,0.108,0.027,99.813,0.002,0.002,0.005
urn:li:member:22541334,0.04,6.717,0.04,89.824,0.059,3.16,0.16
urn:li:member:52299164,0.013,0.002,0.002,0.018,99.931,0.005,0.031
urn:li:member:21929507,0.0,0.018,0.0,99.981,0.0,0.0,0.0
urn:li:member:2707555,0.0,0.001,0.0,99.999,0.0,0.0,0.0
urn:li:member:108216886,0.011,0.006,0.006,0.034,99.78,0.145,0.018
urn:li:member:5379051,0.005,0.005,0.005,94.232,5.744,0.005,0.005
urn:li:member:15417627,0.001,0.001,0.0,99.998,0.0,0.0,0.0
urn:li:member:11111666,90.183,1.661,0.042,8.03,0.031,0.017,0.035
urn:li:member:19328839,69.887,3.008,23.908,1.171,1.631,0.224,0.17
urn:li:member:73926503,0.001,0.001,0.001,44.835,55.157,0.006,0.001
urn:li:member:93613043,0.407,0.224,0.004,98.37,0.986,0.004,0.004
urn:li:member:13102795,0.007,0.004,0.004,96.474,0.004,3.495,0.012
urn:li:member:23834113,0.111,17.181,0.048,8.312,46.629,0.048,27.671
urn:li:member:92068569,0.0,0.002,0.0,99.97,0.0,0.002,0.025
urn:li:member:16397872,0.0,0.0,0.0,0.17,99.83,0.0,0.0
urn:li:member:12487734,0.0,0.0,0.0,0.235,99.75,0.014,0.0
urn:li:member:17048696,0.001,0.0,0.0,0.009,99.968,0.0,0.021
urn:li:member:50617052,0.001,0.006,0.001,99.509,0.16,0.321,0.001
urn:li:member:6245173,0.0,0.0,0.0,99.979,0.019,0.0,0.001
urn:li:member:45523543,0.0,0.0,0.001,99.998,0.0,0.0,0.0
urn:li:member:13032618,60.191,0.087,2.13,35.32,0.087,0.087,2.098
urn:li:member:57878378,0.006,0.006,0.164,99.726,0.042,0.039,0.017
urn:li:member:31107983,0.024,0.005,0.005,70.788,0.01,29.165,0.005
urn:li:member:109566920,0.052,0.037,0.761,99.039,0.007,0.007,0.098
urn:li:member:772722,0.134,0.134,4.488,88.893,0.451,0.134,5.765
urn:li:member:13299043,0.009,0.043,0.034,7.601,91.754,0.009,0.55
urn:li:member:28441986,0.0,0.001,0.016,99.982,0.0,0.0,0.0
urn:li:member:26968871,1.588,13.806,0.191,9.366,1.609,66.757,6.684
urn:li:member:108854275,0.0,0.0,0.001,99.989,0.0,0.002,0.008
urn:li:member:1075236,0.019,0.092,0.005,99.46,0.113,0.005,0.306
urn:li:member:4387517,0.0,0.0,0.0,99.984,0.015,0.0,0.0
urn:li:member:28863513,0.154,0.041,0.102,99.661,0.014,0.014,0.014
urn:li:member:42253978,0.005,0.005,0.18,0.036,92.409,0.005,7.361
urn:li:member:394725901,0.019,0.001,0.001,99.952,0.014,0.013,0.001
urn:li:member:285206549,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:5421999,0.0,0.259,0.0,99.329,0.411,0.0,0.0
urn:li:member:4498001,0.002,0.012,0.294,99.681,0.007,0.002,0.002
urn:li:member:5675756,1.759,0.624,0.067,97.533,0.005,0.005,0.005
urn:li:member:79614447,0.014,0.083,0.02,85.45,10.468,0.014,3.95
urn:li:member:15004114,0.575,26.565,0.96,1.771,47.58,0.877,21.672
urn:li:member:7089334,16.62,0.021,0.117,0.315,82.891,0.005,0.03
urn:li:member:36498254,0.001,0.379,0.0,99.619,0.0,0.0,0.0
urn:li:member:45345500,0.0,0.009,0.001,99.953,0.037,0.0,0.0
urn:li:member:2762861,0.002,0.0,0.011,99.977,0.0,0.009,0.0
urn:li:member:67183346,0.0,0.0,0.0,99.992,0.007,0.0,0.001
urn:li:member:66460460,0.0,0.011,0.0,99.982,0.001,0.0,0.005
urn:li:member:6226142,0.001,0.0,0.0,99.993,0.004,0.0,0.002
urn:li:member:103203523,0.0,0.001,0.0,99.997,0.001,0.0,0.0
urn:li:member:10151172,0.0,0.037,0.0,99.666,0.284,0.0,0.012
urn:li:member:56975190,1.942,0.364,0.004,97.67,0.004,0.013,0.004
urn:li:member:18228190,0.12,0.294,0.12,15.587,50.877,20.654,12.349
urn:li:member:6865334,0.295,70.133,0.039,24.803,4.653,0.039,0.039
urn:li:member:2484478,0.001,0.0,0.003,99.99,0.0,0.005,0.001
urn:li:member:5247919,0.018,0.138,0.022,0.957,98.829,0.018,0.018
urn:li:member:40086239,0.149,1.405,0.149,18.463,25.043,49.42,5.371
urn:li:member:26146614,0.001,0.006,0.001,97.597,2.394,0.001,0.001
urn:li:member:38179467,0.098,0.181,29.178,0.098,63.433,6.68,0.333
urn:li:member:89035905,0.918,3.598,0.095,92.848,0.525,0.095,1.921
urn:li:member:13347194,0.377,0.021,0.021,8.956,90.551,0.024,0.051
urn:li:member:92769860,0.005,0.033,0.198,99.659,0.022,0.077,0.005
urn:li:member:10890669,0.053,0.631,0.007,98.368,0.925,0.008,0.007
urn:li:member:30148224,0.013,0.002,0.001,99.97,0.014,0.001,0.001
urn:li:member:176786632,0.007,0.007,0.007,99.28,0.583,0.043,0.075
urn:li:member:97819186,0.0,0.0,0.016,99.94,0.043,0.0,0.001
urn:li:member:21054756,0.753,89.846,0.007,9.209,0.007,0.146,0.031
urn:li:member:195443459,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:19238449,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:228783059,0.009,0.058,0.001,99.057,0.874,0.001,0.001
urn:li:member:6028137,0.011,0.376,0.011,99.489,0.082,0.021,0.011
urn:li:member:227966030,0.0,0.002,0.0,99.974,0.0,0.02,0.003
urn:li:member:208297783,0.027,0.11,0.027,66.172,9.633,23.996,0.035
urn:li:member:94936365,0.005,0.015,0.005,98.908,0.022,0.19,0.856
urn:li:member:245631,0.001,0.028,0.001,99.927,0.001,0.001,0.041
urn:li:member:10628091,0.025,0.263,0.025,3.979,90.442,0.025,5.24
urn:li:member:12657231,0.014,0.007,0.007,2.25,95.542,0.007,2.173
urn:li:member:110416600,0.0,0.278,0.0,99.718,0.0,0.0,0.004
urn:li:member:97346181,0.003,0.001,0.026,99.962,0.001,0.005,0.001
urn:li:member:5967830,9.641,0.142,0.862,13.231,72.734,2.015,1.375
urn:li:member:162235966,0.23,0.112,0.027,99.595,0.02,0.007,0.009
urn:li:member:4054171,0.001,0.001,0.001,99.972,0.009,0.001,0.017
urn:li:member:85553822,2.805,3.889,1.615,90.625,0.064,0.646,0.356
urn:li:member:12498939,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:14680723,0.941,0.005,0.005,1.671,95.562,0.005,1.812
urn:li:member:14743870,0.015,0.623,0.041,97.162,2.105,0.015,0.038
urn:li:member:238688928,0.0,0.0,0.0,99.997,0.001,0.0,0.002
urn:li:member:4193770,0.001,0.001,0.001,0.101,99.871,0.025,0.001
urn:li:member:4560,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:27797647,0.196,0.005,0.005,99.706,0.005,0.032,0.051
urn:li:member:13051463,0.0,0.0,0.0,99.998,0.0,0.001,0.0
urn:li:member:524985410,0.072,0.005,86.507,0.049,0.005,0.005,13.357
urn:li:member:44270368,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:4450893,0.001,0.001,0.001,91.614,8.306,0.075,0.002
urn:li:member:12751599,0.001,0.001,0.001,3.557,96.295,0.005,0.139
urn:li:member:6444782,0.011,0.319,0.006,99.369,0.045,0.247,0.004
urn:li:member:1102436,0.0,0.005,0.0,99.994,0.001,0.0,0.0
urn:li:member:115594703,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:279469,0.003,0.001,0.055,99.877,0.062,0.001,0.001
urn:li:member:19434551,0.038,12.536,4.447,67.645,15.245,0.051,0.038
urn:li:member:75497503,0.005,0.005,2.239,0.181,73.689,0.192,23.689
urn:li:member:7061476,1.572,0.651,0.532,56.954,4.156,34.667,1.468
urn:li:member:75891731,0.0,0.0,0.0,2.826,97.173,0.0,0.0
urn:li:member:2013667,0.001,56.053,0.001,0.315,43.63,0.001,0.001
urn:li:member:2890420,0.306,1.047,0.05,1.293,93.479,0.05,3.776
urn:li:member:31300313,0.0,0.0,0.0,99.999,0.001,0.0,0.0
urn:li:member:14124154,0.0,0.0,0.003,0.835,99.161,0.001,0.0
urn:li:member:157829,0.293,2.648,0.293,88.29,1.952,1.044,5.48
urn:li:member:29231827,0.001,0.001,0.001,99.102,0.871,0.001,0.025
urn:li:member:1324265,0.304,0.005,0.005,74.232,25.431,0.019,0.005
urn:li:member:26208604,0.002,0.011,0.024,99.961,0.001,0.0,0.0
urn:li:member:85443351,2.696,10.9,17.74,21.735,11.484,1.801,33.644
urn:li:member:160084866,0.003,99.709,0.004,0.121,0.149,0.005,0.009
urn:li:member:223189694,0.0,0.001,0.0,99.979,0.001,0.0,0.019
urn:li:member:14191449,0.0,0.0,0.0,99.999,0.0,0.0,0.001
urn:li:member:17576489,0.001,0.001,0.01,99.976,0.002,0.001,0.008
urn:li:member:1370043,0.002,0.036,0.002,98.899,0.904,0.002,0.154
urn:li:member:14413797,0.0,0.01,0.0,99.955,0.0,0.0,0.034
urn:li:member:8088775,4.644,0.006,2.089,93.134,0.006,0.006,0.114
urn:li:member:164299765,2.064,0.153,0.046,94.42,0.046,0.127,3.142
urn:li:member:2639868,0.0,0.0,0.0,94.489,5.505,0.004,0.0
urn:li:member:1268508,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:7491301,0.01,0.384,0.001,99.603,0.001,0.001,0.001
urn:li:member:12393370,11.233,0.006,0.006,70.202,17.912,0.634,0.006
urn:li:member:12596932,0.002,0.002,0.002,5.45,94.47,0.065,0.009
urn:li:member:3649732,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:49187393,23.005,0.596,0.093,0.093,0.616,0.648,74.949
urn:li:member:49035572,1.903,4.748,21.02,6.139,27.672,3.869,34.648
urn:li:member:42789141,0.034,0.001,0.03,99.928,0.001,0.001,0.005
urn:li:member:6767495,0.0,0.0,0.007,99.987,0.001,0.003,0.0
urn:li:member:133942913,0.793,0.141,0.141,87.281,8.035,0.372,3.237
urn:li:member:57720,0.0,0.0,0.0,99.806,0.191,0.001,0.002
urn:li:member:45733090,0.003,0.373,0.047,99.567,0.003,0.003,0.005
urn:li:member:149153397,0.019,0.019,0.083,10.172,89.526,0.072,0.109
urn:li:member:215172178,0.003,0.0,0.002,99.936,0.0,0.0,0.058
urn:li:member:10786374,0.002,0.001,0.111,99.821,0.001,0.002,0.063
urn:li:member:8262198,0.108,0.055,1.05,92.709,3.602,1.801,0.676
urn:li:member:101594777,0.194,15.456,1.628,82.652,0.047,0.011,0.011
urn:li:member:4159376,0.02,0.004,0.004,16.396,83.534,0.036,0.004
urn:li:member:20503961,0.102,2.869,0.058,0.058,95.781,0.072,1.06
urn:li:member:5673752,0.003,0.003,0.032,95.384,4.399,0.176,0.003
urn:li:member:4561008,0.058,1.309,0.013,98.514,0.052,0.013,0.041
urn:li:member:195227949,0.0,0.034,0.005,99.946,0.0,0.001,0.013
urn:li:member:268314094,0.003,0.003,95.339,1.046,3.548,0.003,0.06
urn:li:member:31219654,0.001,0.011,0.001,99.586,0.2,0.001,0.199
urn:li:member:12074363,0.008,0.113,0.002,99.446,0.428,0.002,0.001
urn:li:member:156781920,0.002,1.591,0.866,97.53,0.003,0.006,0.002
urn:li:member:14038129,0.0,0.003,0.0,99.995,0.0,0.002,0.0
urn:li:member:10355708,0.0,0.0,0.0,99.999,0.001,0.0,0.0
urn:li:member:29068716,0.024,1.482,0.024,96.572,1.848,0.024,0.024
urn:li:member:93812095,0.0,0.0,0.003,99.997,0.0,0.0,0.0
urn:li:member:11778231,0.035,67.661,0.718,16.742,14.755,0.054,0.035
urn:li:member:5299065,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:10484449,0.155,0.013,0.278,99.418,0.005,0.124,0.005
urn:li:member:85754302,0.001,0.0,0.0,99.998,0.0,0.0,0.001
urn:li:member:47235199,0.002,0.002,0.015,0.425,99.522,0.002,0.032
urn:li:member:397732945,0.0,0.0,0.001,99.999,0.0,0.0,0.0
urn:li:member:76011988,0.52,0.002,0.002,0.002,0.106,99.366,0.002
urn:li:member:9433783,0.001,0.001,0.001,0.012,99.939,0.028,0.018
urn:li:member:3119680,0.0,0.003,0.0,99.996,0.0,0.0,0.0
urn:li:member:48088078,0.001,0.005,0.001,99.822,0.167,0.001,0.004
urn:li:member:2979003,0.0,0.0,0.0,99.94,0.06,0.0,0.0
urn:li:member:37028815,0.0,0.0,0.0,0.002,99.852,0.0,0.146
urn:li:member:189455715,0.001,0.001,0.0,99.993,0.0,0.001,0.004
urn:li:member:38003604,4.098,13.227,0.024,82.383,0.024,0.024,0.221
urn:li:member:15574440,0.0,0.181,0.0,99.818,0.0,0.0,0.0
urn:li:member:120048630,0.023,2.683,0.023,87.023,9.152,0.978,0.118
urn:li:member:111657721,0.0,0.002,0.0,99.997,0.0,0.0,0.0
urn:li:member:10806543,0.0,0.0,0.0,96.724,2.345,0.0,0.93
urn:li:member:181129752,0.009,0.049,0.009,64.573,0.226,35.078,0.056
urn:li:member:4963909,0.001,0.0,0.021,99.973,0.0,0.004,0.001
urn:li:member:438051510,0.0,0.007,0.0,99.992,0.0,0.0,0.0
urn:li:member:29458521,0.002,0.002,0.243,0.055,99.613,0.025,0.061
urn:li:member:93899549,0.0,0.0,0.0,99.999,0.0,0.0,0.001
urn:li:member:32669099,0.931,0.681,0.089,25.691,72.44,0.04,0.128
urn:li:member:40120203,0.001,0.001,0.001,91.79,8.205,0.002,0.001
urn:li:member:234149895,0.451,0.005,0.034,98.309,0.005,1.19,0.006
urn:li:member:13173469,0.053,3.985,1.952,71.935,1.04,20.982,0.053
urn:li:member:3381031,1.264,0.035,0.06,98.6,0.006,0.006,0.028
urn:li:member:30144635,0.434,0.021,0.429,99.052,0.021,0.023,0.021
urn:li:member:46918137,0.032,10.657,0.058,87.747,0.045,0.032,1.429
urn:li:member:89762775,0.007,0.0,0.571,99.398,0.0,0.0,0.023
urn:li:member:25891026,0.0,0.0,0.0,99.997,0.0,0.001,0.002
urn:li:member:6723190,0.0,0.0,0.0,99.995,0.0,0.004,0.0
urn:li:member:192086008,0.0,0.0,0.0,99.998,0.001,0.0,0.0
urn:li:member:303343683,0.007,0.023,0.007,95.762,0.26,2.957,0.984
urn:li:member:15203006,0.005,0.036,0.005,70.122,0.707,29.118,0.005
urn:li:member:33946320,0.011,1.967,0.008,97.558,0.006,0.101,0.35
urn:li:member:123348482,0.0,0.001,0.0,99.997,0.001,0.0,0.0
urn:li:member:452360,0.013,0.013,0.013,66.457,32.889,0.595,0.019
urn:li:member:18036384,0.001,0.005,0.001,99.875,0.001,0.003,0.114
urn:li:member:9298199,0.031,0.031,0.031,20.22,24.196,55.434,0.057
urn:li:member:6382087,0.124,2.9,19.837,24.755,51.695,0.124,0.565
urn:li:member:4207981,41.099,0.168,0.025,54.815,3.4,0.469,0.025
urn:li:member:22103925,0.001,0.0,0.002,99.706,0.287,0.0,0.003
urn:li:member:7253279,1.298,1.785,0.021,96.66,0.194,0.021,0.021
urn:li:member:96850026,0.0,0.0,0.0,99.999,0.0,0.0,0.001
urn:li:member:57383408,0.001,0.001,0.003,12.719,87.272,0.001,0.002
urn:li:member:13833541,0.0,0.006,0.0,99.986,0.001,0.006,0.001
urn:li:member:53978824,0.009,0.005,0.112,0.036,99.644,0.005,0.189
urn:li:member:326740,0.051,1.871,0.435,70.353,26.613,0.216,0.461
urn:li:member:27571298,0.007,0.15,0.0,99.842,0.0,0.0,0.0
urn:li:member:70485896,0.001,0.001,0.003,15.518,84.443,0.01,0.024
urn:li:member:5834744,0.116,1.108,1.18,81.376,0.288,15.893,0.04
urn:li:member:372395169,0.036,0.0,0.001,99.962,0.0,0.0,0.0
urn:li:member:111711463,0.003,0.022,0.003,99.85,0.003,0.003,0.116
urn:li:member:46067651,0.002,0.014,0.001,99.903,0.025,0.001,0.055
urn:li:member:80774090,0.001,0.378,0.242,99.232,0.001,0.145,0.001
urn:li:member:39773328,0.002,0.593,0.002,99.384,0.004,0.012,0.004
urn:li:member:231248026,0.0,0.0,0.0,99.966,0.034,0.0,0.0
urn:li:member:66344851,0.018,0.018,0.018,15.129,82.88,1.921,0.018
urn:li:member:19352235,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:6534171,0.0,0.0,0.0,99.227,0.771,0.001,0.0
urn:li:member:4261046,0.0,0.0,0.0,99.993,0.007,0.0,0.0
urn:li:member:51991879,0.0,0.0,0.0,99.952,0.048,0.0,0.0
urn:li:member:15446927,0.125,2.409,0.234,97.209,0.011,0.006,0.007
urn:li:member:6446710,0.003,1.118,0.273,0.185,11.662,86.755,0.003
urn:li:member:19897536,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:15123533,0.014,62.786,0.022,28.583,8.399,0.183,0.014
urn:li:member:236658797,0.002,0.0,0.0,99.995,0.0,0.0,0.003
urn:li:member:47020245,0.002,0.002,0.002,3.221,96.76,0.003,0.011
urn:li:member:21605405,0.039,0.4,0.242,74.139,22.595,2.064,0.522
urn:li:member:5452190,0.018,0.321,0.018,99.101,0.212,0.272,0.057
urn:li:member:76081486,0.022,5.934,0.03,93.217,0.022,0.656,0.12
urn:li:member:11767678,0.012,0.023,0.018,82.953,16.784,0.197,0.013
urn:li:member:117579049,0.011,0.011,0.011,0.637,98.987,0.052,0.291
urn:li:member:14421792,0.018,0.002,0.031,99.942,0.002,0.002,0.002
urn:li:member:147548324,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:149413103,0.586,0.0,0.003,0.001,0.042,0.0,99.366
urn:li:member:52612182,0.001,0.0,0.0,99.998,0.0,0.0,0.0
urn:li:member:109045974,0.003,8.909,0.195,90.775,0.044,0.07,0.003
urn:li:member:21383446,0.017,0.002,0.017,98.778,1.075,0.106,0.004
urn:li:member:23378061,0.006,0.176,0.006,99.664,0.006,0.109,0.034
urn:li:member:2365738,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:17155892,0.655,47.351,0.019,51.836,0.102,0.019,0.019
urn:li:member:67026082,0.0,0.046,0.0,99.954,0.0,0.0,0.0
urn:li:member:14963185,0.0,0.0,0.0,96.423,3.435,0.002,0.139
urn:li:member:136425277,0.001,6.237,0.001,93.76,0.001,0.001,0.001
urn:li:member:1022163,0.028,0.247,0.204,96.294,2.645,0.028,0.555
urn:li:member:11930882,0.27,0.118,4.674,60.726,29.228,4.848,0.136
urn:li:member:665579,1.107,5.497,1.114,35.574,56.297,0.292,0.12
urn:li:member:51532243,0.113,8.411,0.113,12.425,73.903,0.113,4.921
urn:li:member:1754598,0.001,0.004,0.004,99.958,0.021,0.011,0.001
urn:li:member:22736971,0.022,4.302,0.017,94.168,0.017,1.167,0.307
urn:li:member:576611409,0.0,0.0,0.0,99.999,0.0,0.0,0.0
urn:li:member:85429066,0.0,0.0,0.001,99.984,0.0,0.014,0.0
urn:li:member:6382915,0.099,0.003,0.064,99.833,0.0,0.0,0.0
urn:li:member:12407019,0.001,0.046,0.001,0.147,99.706,0.002,0.098
urn:li:member:49633914,5.202,0.916,0.013,0.063,93.207,0.585,0.013
urn:li:member:13636556,0.001,0.002,0.001,99.98,0.001,0.015,0.002
urn:li:member:186826423,4.235,0.258,17.093,77.647,0.038,0.038,0.69
urn:li:member:9445292,0.002,0.005,0.002,54.224,45.732,0.004,0.032
urn:li:member:199585022,0.013,0.006,0.006,83.642,16.153,0.139,0.04
urn:li:member:245770605,0.132,0.417,1.092,0.107,92.377,5.464,0.41
urn:li:member:18108226,0.081,0.002,0.007,65.578,33.786,0.545,0.002
urn:li:member:76079981,0.0,0.0,0.0,99.999,0.0,0.0,0.001
urn:li:member:32688718,0.032,0.09,2.126,0.6,92.236,0.032,4.884
urn:li:member:181085934,0.0,0.0,0.0,0.002,99.997,0.001,0.0
urn:li:member:9577494,0.027,0.007,0.007,64.032,35.905,0.015,0.007
urn:li:member:33915712,0.0,0.0,0.0,0.072,99.9,0.001,0.025
urn:li:member:139921001,1.836,0.526,0.1,3.208,74.725,19.505,0.1
urn:li:member:100810533,0.001,0.001,0.001,99.976,0.018,0.001,0.003
urn:li:member:221167968,0.021,0.021,0.021,17.673,82.184,0.054,0.026
urn:li:member:26336537,0.0,0.0,0.0,100.0,0.0,0.0,0.0
urn:li:member:3873286,0.0,0.0,0.008,99.82,0.166,0.002,0.003
urn:li:member:26439280,0.023,0.259,0.023,77.949,20.965,0.501,0.28
